address,floor,plan,price,square
р-н Мотовилихинский, 1/9 эт.,1-к квартира,1 900 000  ₽, 31 м²
р-н Индустриальный, 23/25 эт.,1-к квартира,3 600 000  ₽, 47 м²
р-н Свердловский, 9/9 эт.,1-к квартира,1 600 000  ₽, 20.6 м²
р-н Орджоникидзевский, 3/5 эт.,1-к квартира,1 380 000  ₽, 31.6 м²
р-н Кировский, 5/5 эт.,1-к квартира,1 550 000  ₽, 30 м²
р-н Мотовилихинский, 18/25 эт.,1-к квартира,3 550 000  ₽, 40 м²
р-н Кировский, 3/5 эт.,1-к квартира,1 550 000  ₽, 30.9 м²
р-н Орджоникидзевский, 2/10 эт.,1-к квартира,1 900 000  ₽, 45.7 м²
р-н Свердловский, 6/16 эт.,2-к квартира,2 930 000  ₽, 50.4 м²
р-н Дзержинский, 5/5 эт.,2-к квартира,2 360 000  ₽, 45 м²
р-н Свердловский, 14/16 эт.,Апартаменты-студия,1 960 000  ₽, 26 м²
р-н Индустриальный, 1/5 эт.,3-к квартира,2 480 000  ₽, 58 м²
р-н Мотовилихинский, 3/5 эт.,2-к квартира,2 650 000  ₽, 44 м²
р-н Кировский, 2/16 эт.,1-к квартира,2 350 000  ₽, 40 м²
р-н Орджоникидзевский, 5/16 эт.,1-к квартира,1 900 000  ₽, 42 м²
р-н Мотовилихинский, 2/5 эт.,1-к квартира,1 150 000  ₽, 19 м²
р-н Индустриальный, 14/20 эт.,Квартира-студия,2 550 000  ₽, 27.3 м²
р-н Индустриальный, 1/3 эт.,2-к квартира,1 950 000  ₽, 45.6 м²
р-н Индустриальный, 6/10 эт.,1-к квартира,3 100 000  ₽, 38.5 м²
р-н Свердловский, 2/9 эт.,2-к квартира,2 450 000  ₽, 43 м²
р-н Кировский, 10/16 эт.,2-к квартира,2 710 800  ₽, 50.2 м²
р-н Свердловский, 4/9 эт.,1-к квартира,880 000  ₽, 17 м²
р-н Свердловский, 1/2 эт.,1-к квартира,1 400 000  ₽, 30 м²
р-н Мотовилихинский, 1/10 эт.,2-к квартира,2 200 000  ₽, 45 м²
р-н Свердловский, 1/2 эт.,1-к квартира,1 450 000  ₽, 31 м²
р-н Свердловский, 17/19 эт.,2-к квартира,4 000 000  ₽, 54.8 м²
р-н Свердловский, 9/9 эт.,1-к квартира,2 100 000  ₽, 36 м²
р-н Кировский, 19/26 эт.,2-к квартира,3 253 653  ₽, 48.7 м²
р-н Кировский, 1/3 эт.,Квартира-студия,2 200 000  ₽, 30 м²
р-н Мотовилихинский, 9/16 эт.,Квартира-студия,2 662 200  ₽, 30.6 м²
р-н Орджоникидзевский, 3/10 эт.,2-к квартира,2 250 000  ₽, 54 м²
р-н Мотовилихинский, 2/5 эт.,2-к квартира,2 550 000  ₽, 44 м²
р-н Индустриальный, 2/10 эт.,2-к квартира,3 600 000  ₽, 52 м²
р-н Свердловский, 9/9 эт.,2-к квартира,2 500 000  ₽, 51 м²
р-н Мотовилихинский, 16/25 эт.,2-к квартира,4 250 000  ₽, 65.7 м²
р-н Свердловский, 22/25 эт.,1-к квартира,3 200 000  ₽, 39.7 м²
р-н Орджоникидзевский, 1/9 эт.,1-к квартира,1 200 000  ₽, 28 м²
р-н Дзержинский, 10/16 эт.,2-к квартира,3 800 000  ₽, 57 м²
р-н Орджоникидзевский, 16/16 эт.,2-к квартира,2 209 000  ₽, 49 м²
р-н Дзержинский, 1/10 эт.,4-к квартира,4 850 000  ₽, 105.2 м²
р-н Свердловский, 9/9 эт.,3-к квартира,3 200 000  ₽, 63 м²
р-н Орджоникидзевский, 1/5 эт.,2-к квартира,1 690 000  ₽, 37.2 м²
р-н Кировский, 2/3 эт.,3-к квартира,2 100 000  ₽, 76.6 м²
р-н Индустриальный, 3/5 эт.,2-к квартира,2 650 000  ₽, 43 м²
р-н Мотовилихинский, 14/17 эт.,2-к квартира,5 950 000  ₽, 80 м²
р-н Индустриальный, 14/22 эт.,1-к квартира,3 050 000  ₽, 38.6 м²
р-н Дзержинский, 4/25 эт.,2-к квартира,4 500 000  ₽, 55 м²
р-н Мотовилихинский, 6/9 эт.,3-к квартира,4 575 000  ₽, 61 м²
р-н Мотовилихинский, 5/5 эт.,Квартира-студия,1 300 000  ₽, 16.8 м²
р-н Мотовилихинский, 22/24 эт.,1-к квартира,3 350 000  ₽, 42.8 м²
р-н Ленинский, 15/16 эт.,2-к квартира,3 599 000  ₽, 55 м²
р-н Мотовилихинский, 5/5 эт.,2-к квартира,2 490 000  ₽, 43.2 м²
р-н Свердловский, 5/19 эт.,2-к квартира,4 250 000  ₽, 57 м²
р-н Мотовилихинский, 2/5 эт.,1-к квартира,1 900 000  ₽, 30 м²
р-н Кировский, 2/10 эт.,3-к квартира,2 530 000  ₽, 67.3 м²
р-н Свердловский, 8/9 эт.,2-к квартира,2 700 000  ₽, 43 м²
р-н Свердловский, 8/17 эт.,2-к квартира,4 830 000  ₽, 55 м²
р-н Дзержинский, 4/9 эт.,2-к квартира,2 790 000  ₽, 53.2 м²
р-н Орджоникидзевский, 3/10 эт.,2-к квартира,3 150 000  ₽, 52.2 м²
р-н Мотовилихинский, 6/10 эт.,3-к квартира,4 200 000  ₽, 65.1 м²
р-н Свердловский, 13/17 эт.,1-к квартира,3 450 000  ₽, 53 м²
р-н Индустриальный, 25/25 эт.,2-к квартира,3 087 500  ₽, 47.5 м²
р-н Мотовилихинский, 11/16 эт.,2-к квартира,3 116 490  ₽, 39.3 м²
р-н Кировский, 3/5 эт.,2-к квартира,5 400 000  ₽, 110 м²
р-н Свердловский, 4/9 эт.,1-к квартира,1 550 000  ₽, 24 м²
р-н Свердловский, 2/16 эт.,2-к квартира,3 800 000  ₽, 51.6 м²
р-н Индустриальный, 14/18 эт.,2-к квартира,4 490 000  ₽, 50 м²
р-н Свердловский, 1/5 эт.,1-к квартира,1 400 000  ₽, 32.5 м²
р-н Кировский, 2/2 эт.,6-к квартира,3 300 000  ₽, 121 м²
р-н Дзержинский, 1/4 эт.,2-к квартира,2 020 000  ₽, 44 м²
р-н Свердловский, 3/25 эт.,2-к квартира,2 757 600  ₽, 47.7 м²
р-н Индустриальный, 1/15 эт.,1-к квартира,3 710 000  ₽, 55.8 м²
р-н Орджоникидзевский, 3/10 эт.,2-к квартира,3 150 000  ₽, 52.2 м²
р-н Мотовилихинский, 6/10 эт.,3-к квартира,4 200 000  ₽, 65.1 м²
р-н Свердловский, 13/17 эт.,1-к квартира,3 450 000  ₽, 53 м²
р-н Индустриальный, 25/25 эт.,2-к квартира,3 087 500  ₽, 47.5 м²
р-н Мотовилихинский, 11/16 эт.,2-к квартира,3 116 490  ₽, 39.3 м²
р-н Кировский, 3/5 эт.,2-к квартира,5 400 000  ₽, 110 м²
р-н Свердловский, 4/9 эт.,1-к квартира,1 550 000  ₽, 24 м²
р-н Свердловский, 2/16 эт.,2-к квартира,3 800 000  ₽, 51.6 м²
р-н Индустриальный, 14/18 эт.,2-к квартира,4 490 000  ₽, 50 м²
р-н Свердловский, 1/5 эт.,1-к квартира,1 400 000  ₽, 32.5 м²
р-н Кировский, 2/2 эт.,6-к квартира,3 300 000  ₽, 121 м²
р-н Дзержинский, 1/4 эт.,2-к квартира,2 020 000  ₽, 44 м²
р-н Свердловский, 3/25 эт.,2-к квартира,2 757 600  ₽, 47.7 м²
р-н Индустриальный, 1/15 эт.,1-к квартира,3 710 000  ₽, 55.8 м²
р-н Кировский, 5/9 эт.,3-к квартира,3 590 000  ₽, 65 м²
р-н Орджоникидзевский, 5/5 эт.,2-к квартира,2 150 000  ₽, 58.5 м²
р-н Мотовилихинский, 3/9 эт.,3-к квартира,3 400 000  ₽, 59.2 м²
р-н Мотовилихинский, 11/11 эт.,2-к квартира,3 800 000  ₽, 58 м²
р-н Ленинский, 4/6 эт.,Квартира-студия,3 250 000  ₽, 30 м²
р-н Свердловский, 1/4 эт.,2-к квартира,4 211 000  ₽, 72.3 м²
р-н Индустриальный, 1/25 эт.,1-к квартира,2 354 000  ₽, 40.6 м²
р-н Дзержинский, 9/9 эт.,3-к квартира,4 650 000  ₽, 60 м²
р-н Орджоникидзевский, 9/25 эт.,Квартира-студия,1 750 000  ₽, 26.5 м²
р-н Мотовилихинский, 4/9 эт.,2-к квартира,2 380 000  ₽, 44 м²
р-н Орджоникидзевский, 8/9 эт.,2-к квартира,2 250 000  ₽, 52.2 м²
р-н Индустриальный, 2/3 эт.,2-к квартира,3 390 000  ₽, 53 м²
р-н Кировский, 3/5 эт.,2-к квартира,2 300 000  ₽, 41.3 м²
р-н Кировский, 1/5 эт.,2-к квартира,2 200 000  ₽, 47 м²
р-н Дзержинский, 5/9 эт.,3-к квартира,3 100 000  ₽, 60.4 м²
р-н Кировский, 1/2 эт.,2-к квартира,1 370 000  ₽, 39.5 м²
р-н Кировский, 1/5 эт.,2-к квартира,1 550 000  ₽, 36.6 м²
р-н Дзержинский, 14/17 эт.,1-к квартира,3 390 000  ₽, 39.8 м²
р-н Мотовилихинский, 7/12 эт.,2-к квартира,2 800 000  ₽, 39.7 м²
р-н Индустриальный, 4/25 эт.,1-к квартира,2 822 400  ₽, 44.1 м²
р-н Орджоникидзевский, 14/14 эт.,3-к квартира,5 350 000  ₽, 100 м²
р-н Мотовилихинский, 1/10 эт.,1-к квартира,2 300 000  ₽, 34.7 м²
р-н Мотовилихинский, 9/25 эт.,1-к квартира,2 800 000  ₽, 40 м²
р-н Дзержинский, 10/16 эт.,3-к квартира,5 990 000  ₽, 87 м²
р-н Свердловский, 9/9 эт.,2-к квартира,2 770 000  ₽, 43.3 м²
р-н Индустриальный, 2/4 эт.,2-к квартира,3 650 000  ₽, 84.4 м²
р-н Индустриальный, 2/9 эт.,3-к квартира,3 250 000  ₽, 66 м²
р-н Дзержинский, 10/25 эт.,3-к квартира,6 199 000  ₽, 134 м²
р-н Ленинский, 9/9 эт.,3-к квартира,4 500 000  ₽, 62 м²
р-н Свердловский, 14/16 эт.,1-к квартира,4 100 000  ₽, 43.4 м²
р-н Орджоникидзевский, 3/5 эт.,3-к квартира,1 599 000  ₽, 50 м²
р-н Кировский, 5/16 эт.,1-к квартира,2 850 000  ₽, 46.1 м²
р-н Дзержинский, 7/9 эт.,3-к квартира,3 250 000  ₽, 58 м²
р-н Мотовилихинский, 6/9 эт.,5-к квартира,12 900 000  ₽, 144.8 м²
р-н Индустриальный, 2/9 эт.,1-к квартира,1 540 000  ₽, 23 м²
р-н Кировский, 4/5 эт.,1-к квартира,1 550 000  ₽, 30.6 м²
р-н Индустриальный, 5/5 эт.,3-к квартира,3 150 000  ₽, 54 м²
р-н Свердловский, 1/10 эт.,Квартира-студия,1 575 000  ₽, 23.2 м²
р-н Дзержинский, 4/5 эт.,1-к квартира,1 250 000  ₽, 20 м²
р-н Дзержинский, 7/12 эт.,1-к квартира,3 050 000  ₽, 37 м²
р-н Индустриальный, 1/10 эт.,1-к квартира,2 500 000  ₽, 40.2 м²
р-н Свердловский, 4/5 эт.,2-к квартира,2 400 000  ₽, 44.1 м²
р-н Мотовилихинский, 10/10 эт.,1-к квартира,2 150 000  ₽, 34.3 м²
р-н Свердловский, 2/4 эт.,2-к квартира,1 950 000  ₽, 45 м²
р-н Индустриальный, 4/9 эт.,3-к квартира,4 000 000  ₽, 60.7 м²
р-н Кировский, 14/26 эт.,1-к квартира,2 400 000  ₽, 34.8 м²
р-н Свердловский, 2/16 эт.,1-к квартира,2 300 000  ₽, 38.1 м²
р-н Мотовилихинский, 10/10 эт.,2-к квартира,2 850 000  ₽, 49 м²
р-н Свердловский, 2/17 эт.,2-к квартира,4 100 000  ₽, 44.3 м²
р-н Индустриальный, 1/10 эт.,2-к квартира,3 130 000  ₽, 53 м²
р-н Кировский, 2/5 эт.,2-к квартира,1 900 000  ₽, 40 м²
р-н Свердловский, 4/5 эт.,2-к квартира,1 800 000  ₽, 45 м²
р-н Кировский, 6/10 эт.,3-к квартира,6 900 000  ₽, 125 м²
р-н Мотовилихинский, 23/25 эт.,3-к квартира,6 900 000  ₽, 90 м²
р-н Свердловский, 9/25 эт.,1-к квартира,3 100 000  ₽, 37.5 м²
р-н Индустриальный, 2/3 эт.,3-к квартира,3 700 000  ₽, 78 м²
р-н Мотовилихинский, 10/20 эт.,1-к квартира,3 167 090  ₽, 38.9 м²
р-н Мотовилихинский, 5/5 эт.,1-к квартира,1 650 000  ₽, 32.8 м²
р-н Свердловский, 5/5 эт.,2-к квартира,1 994 000  ₽, 44.5 м²
р-н Дзержинский, 4/5 эт.,3-к квартира,3 300 000  ₽, 61.4 м²
р-н Индустриальный, 1/9 эт.,3-к квартира,2 900 000  ₽, 62.9 м²
р-н Индустриальный, 1/5 эт.,3-к квартира,2 650 000  ₽, 59 м²
р-н Ленинский, 4/6 эт.,4-к квартира,9 999 999  ₽, 97 м²
р-н Дзержинский, 2/5 эт.,4-к квартира,2 800 000  ₽, 61 м²
р-н Ленинский, 9/9 эт.,3-к квартира,3 590 000  ₽, 61 м²
р-н Свердловский, 3/5 эт.,3-к квартира,3 400 000  ₽, 56.7 м²
р-н Свердловский, 4/5 эт.,2-к квартира,2 600 000  ₽, 43.3 м²
р-н Свердловский, 23/25 эт.,2-к квартира,2 757 600  ₽, 46 м²
р-н Свердловский, 3/17 эт.,3-к квартира,6 500 000  ₽, 82 м²
р-н Мотовилихинский, 16/25 эт.,3-к квартира,4 799 000  ₽, 88.7 м²
р-н Дзержинский, 1/3 эт.,2-к квартира,2 500 000  ₽, 41.8 м²
р-н Орджоникидзевский, 1/5 эт.,2-к квартира,1 820 000  ₽, 44 м²
р-н Свердловский, 8/10 эт.,2-к квартира,3 399 000  ₽, 47 м²
р-н Орджоникидзевский, 4/10 эт.,1-к квартира,1 670 000  ₽, 34 м²
р-н Мотовилихинский, 2/9 эт.,3-к квартира,2 930 000  ₽, 67.6 м²
р-н Мотовилихинский, 2/2 эт.,1-к квартира,1 450 000  ₽, 25 м²
р-н Дзержинский, 22/25 эт.,3-к квартира,5 716 000  ₽, 82.2 м²
р-н Мотовилихинский, 2/5 эт.,3-к квартира,3 350 000  ₽, 56.7 м²
